English,Manx,Manx Orginal,Page,EnglishPage,Notes
"O Lord, make as truly thankful for these and all other thy Mercies ; and as we are maintained by thy Bounty, help us to live to thy Honour and Glory, for Jesus Christ his sake. Amen.","O Hiarn, cur orrin ve dy firrinagh booisal son oc shoh as son ooilley dty Vyghinyn elley : As myr ta shin er nyn meaghey liorish dty Aigney, cooin lhien dy veaghey gys dty Ooashley as dty Ghloyr, er Graih Yeesey Creest. Amen.","O Hiarn, cur orrin ve dy firrinagh booisal son oc shoh as son ooilley dy Vyghinyn elley : As myr ta shin er nyn meaghey liorish dty Aigney, cooin lhien dy veaghey gys dty Ooashley as dty Ghloyr, er Graih Yeesey Creest. Amen.",75,53,
A Prayer on coming into Church.,Padjer lurg cheet stiagh ’sy Cheell.,,75,53,
"Prevent us O Lord, in all our Doings with thy Grace, and grant that our coming together at this Time may be for the better, and not for the worse, for Jesus Christ his sake. Amen.","Gow roin, O Hiarn, ayns ooilley nyn Nyannoo lesh dty Ghrayse, as giall dy vod y cheet ain cooidjagh ec y traa shoh ve son ny share, as cha nee son ny smessey, er Graih Yeesey Creest. Amen.",,75,53,
After Sermon.,Lurg y Sharmane.,,75,53,
"Grant, I beseech thee, Almighty God, that the Words which I have heard this Day with my outward Ears may through thy Grace be so grafted inwardly in my Heart, that they may bring forth in me the Fruit of good Living, to the Honour and Praise of thy Name, through Jesus Christ our Lord. Amen.","Giall, ta mee guee ort, Yee ooilley-niartal, dy vod ny Goan ta mish er chlashtyn y laa t’ayn jiu lesh my chleayshyn er cheu-mooie, ve trooid dty Ghrayse myr shen frauit er cheu-sthie ayns my Chree, dy vod ad gymmyrkey magh aynym Mess dy Vea vie, gys Ooashley as Moylley dt’ Ennym, trooid Yeesey Creest nyn Jiarn. Amen. ",,75,53,
,,,76,53,
,[33],,76,53,"[33] Excepting the passages incorporated from the Christian Monitor, the four prayers that follow have the distinction of being the first original composition in Manx Gaelic to appear in print."
,Padjer Moghree son Persoon er lheh.,,76,,
,"Gloyr dy row hoods, O Hiarn Yee ooilley-niartal, son jannoo ass y noa dty Vyghinyn hyms dy chooilley Voghrey, son dy vel oo er n’ooraghey mee yn Oie shoh lesh Cadley, as son coadey mee veih Gaau’ghyn y Dorraghys. O jean my Oiljyn y yannoo ersooyl myr yn Oie, as skeail my Pheccaghyn dy lhean myr Bodjallyn y Voghrey. Hiarn, leih dou cre-erbee t’ou er akin aggairagh aynym yn Oie shoh : O ny jeih dty Erreeish veigh voyms ta my Pheccagh brogh as treih ; ny jean beg y hoiaghey jeh Obbyr dty Laueyn hene, shen ny v’er ny chionnaghey liorish Fuill my Haualtagh ; ta mee dy feer imlee guee son Pardoon as Leih son ooilley my pheccaghyn, almoragh as mee-hushtagh, son Graih Yeesey Creest dty ynrycan Vac nyn Jiarn ; ta mee dy creeoil trimshagh dy vel mee er chur jymmoose ort ; ta dwoaie aym er my pheccaghyn, son dy vel ad cha dwoaiagh dhyts, ta er-skyn-earroo ayns Mieys ; ta mee dy slane kiarrail, liorish Cooney dty Ghrayse, gyn dy hyndaa ny smoo gys my Ommijys, agh dy hea veih dy chooilley oyr dy olk as dy pheccah, as dy leeideil Bea share son y traa ta ry heet. O Ayr dy Vyghinyn, lig da dty Spyrryd Casherick myr shen goll roym as sheshaght ’yannoo rhym as geiyrt orrym yn laa shoh, dy voddym credjal aynyd, as graih y chur dhyt, as dty Annaghyn y reayll, as tannaghtyn ayns dt’ Aggle ooilley’n laa liauyr. Hiarn, livrey mee veih Meerioose as Litcheraght, veih Sayntyn as Yeearreeyn peccoil as drogh Heshaght, veih dy chooilley Ghaaue chammah dy Annym as dy Challin ; as cur dou Grayse dy chooinaghtyn orts my Er-croo. Soilshee my Annym, O Hiarn, lesh dy chooilley Hushtey ymmyrchagh da Creestee, as jean mee y choamrey lesh dy chooilley Chraueeaght Creestee.","Gloyr dy row hoods, O Hiarn Yee ooilley-niartal, son jannoo ass y noa dty Vyghinyn hyms dy chooilley Voghrey, son dy vel oo er n’ooraghey mee yn Oie shoh lesh Cadley, as son coadey mee veih Gaau’ghyn y Dorraghys. O jean my Oiljyn y yannoo ersooyl myr yn Oie, as skeail my Pheccaghyn dy lhean myr Bodjallyn y Voghrey. Hiarn, leih dou cre-erbee t’ou er akin aggairagh aynym yn Oie shoh : O ny jeih dty Erreeish veigh voyms ta my Pheccagh brogh as treih ; ny jean beg y hoiaghey jeh Obbyr dty Laueyn hene, shen ny v’er ny chionnaghey liorish Fuill my Haualtagh ; ta mee dy feer imlee guee son Pardoon as Leih son ooilley my pheccaghyn, almoragh as mee-hushtagh, son Graih Yeesey Creest dty ynrycan Vac nyn Jiarn ; ta mee dy creeoil trimshagh dy vel mee er chur jymmoose ort ; ta dwoaie aym er my pheccaghyn, son dy vel ad cha dwoaiagh dhyts, ta er-skyn-earroo ayns Mieys ; ta mee dy slane kiarrail, liorish Cooney dty Grayse, gyn dy hyndaa ny smoo gys my Ommijys, agh dy hea veih dy chooilley oyr dy olk as dy pheccah, as dy leeideil Bea share son y traa ta ry heet. O Ayr dy Vyghinyn, lig da dty Spyrryd Casherick myr shen goll roym as sheshaght ’yannoo rhym as geiyrt orrym yn laa shoh, dy voddym credjal aynyd, as graih y chur dhyt, as dty Annaghyn y reayll, as tannaghtyn ayns dt’ Aggle ooilley’n laa liauyr. Hiarn, livrey mee veih Meerioose as Litcheraght, veih Sayntyn as Yeearreeyn peccoil as drogh Heshaght, veih dy chooilley Ghaaue chammah dy Annym as dy Challin ; as cur dou Grayse dy chooinaghtyn orts my Er-croo. Soilshee my Annym, O Hiarn, lesh dy chooilley Hushte ymmyrchagh da Creestee, as jean mee y choamrey lesh dy chooilley Chraueeaght Creestee.",76,,
,"Hoods, O my Yee, ta mee chebbal seose yn laa shoh, as my slane Bea. O jean uss myr shen mee y vannaghey as y vishaghey ayns dagh nhee ta mie as ooasle, dy voddym gagh laa gaase ny s’cooie son dty Hirveish. Eaisht rhym, O Hiarn, as leih dou ooilley my Ailleilyn, son Toilchinys dty Vac Yeesey Creest, ayns yn Ennym smoo casherick as ny Goan echey ta mish tannaghtyn dy ghoaill Padjer myr Te hene er n’ynsaghey dooin ; gra,",,77,,
"Our father, etc.","Ayr ain, t’ayns Niau ; Casherick dy row dt’Ennym : Dy jig dty Reeriaght : Dt’Aigney dy row jeant er y Thalloo, myr te ayns Niau. Cur dooin nyn Arran jiu as gagh laa. As leih dooin nyn Loghtyn, myr ta shin leih dauesyn ta jannoo Loghtyn nyn ’oï. As ny leeid shin ayns Miolagh, agh livrey shin veih Olk : Son lhiats y Reeriaght, as y Phooar, as y Ghloyr, son dy bragh as dy bragh. Amen.",,77,,
"The Lord bless us, and keep us; the Lord lift up the light of his countenance upon us, and give us peace now and for evermore. Amen.","Dy jean y Chiarn mee y vannaghey, as y reayll : Dy drog y Chiarn seose Soilshey e Eddin orrym, as dy der Eh dou Shee, nish as er son dy bragh. Amen. [34]",,77,,"[34] This blessing is the last one in the Book of Common Prayer, at the end of the rite of Commination."
,,,77,,
,Padjer Fastyr son Persoon er lheh.,,77,,
,"Casherick, Casherick, Casherick, Hiarn Yee ooilley-niartal, ta mish dty Chretoor annoon as peccoil dy imlee goaill-rish my ymmodee filley peccaghyn dt’oi’s ayns Smooinaght, Goo, as Jannoo ; agh gys Roi’ghyn dty Erreeish ayroil ta mee roih son Kemmyrk. O Hiarn, son Graih dty Vyghin’s, as son Toilchinys dty Vac deyr, leih dou ooilley ny t’er n’gholl shaghey ; glen mee dy bollagh veih ooilley my Vee-chraueeaght, as niartee my  Annooinid, dy voddym yn Varriaght y gheddyn harrish ooilley ny Miolaghyn ta gagh laa soit mygeart-y-moo’m, as tannaghtyn kinjagh ayns Biallys ynrick gys ooilley dty Leihaghyn casherick. ",,77,,
 ...,,,78,56,
"Make me watchful over myself in all my Ways, that I may carefully avoid all Occasions of Sin, and may check the first Motions thereto in my own Heart. ","Cur orrym ve tastagh jee’m hene ayns ooilley my Raadjin, dy voddym dy kiarralagh chea veih dy chooilley Oyr dy Pheccah, as smaghtaghey yn chied Irree huggey ayns my Chree hene. ",,78,56,
"Keep me always deeply sensible of thy Presence, that I may walk humbly with thee, my God, and approve myself to thee in well-doing. ","Cur dy bragh Ennaghtyn dowin dou jeh dty Enish marym, dy voddym shooyl dy imlee maarts, my Yee, as soiagh ve jeant jee’m liort ayns Jannoo dy mie.",,78,56,
"Wean my Heart from all Things here below, and prepare me for my Departure hence into a better World. ",Charbaa my Chree veih dy chooilley nhee ayns shoh wass ; as jean aarloo jee’m cour my Immeeaght ersooyl ass y theihll shoh gys seihll share. ,,78,56,
"Help me always to live in such a religious and holy manner, as will be most for my Comfort at Death and Judgment.","Cooin lhiam kinjagh dy veaghey er leid yn aght crauee as casherick shen, as smoo vees son my Gherjagh ec Baase as Briwnyss. ",,78,56,
"Strengthen my Belief of the precious Promises, and dreadful Threatenings of the Gospel. ",Niartee my Chredjue mychione Gialdinyn deyr as Baggyrtyn aglagh y Tushtal. ,,78,56,
And let this Belief rule and govern me in my whole Conversation. ,As lig da’n Credjue shoh mish y reill as y ghoorneil ayns ooilley my Ymmyrkey-bea.,,78,56,
"O that I may never be guilty of so much Folly and Madness, as to lose the eternal and unspeakable Joys of Heaven, and throw myself into the eternal Torments of Hell, for any of the Profits or Pleasures of Sin that are but for a Moment.","O ny lig doos dy bragh ve kyndagh jeh whooish dy Ommijys as dy Vee-cheilley, dy gaill-ym Gerjagh vean as er-skyn-insh ayns Niau, as mee hene y hilgey ayns Torchagh dy bragh farraghtyn ayns Niurin, son veg jeh Vondeishyn as Eunyssyn Peccah, nagh vel farraghtyn agh shallid.",,78,56,
"Do thou, O Lord, by thy Holy Spirit, ever keep upon my Mind such a fresh and lively Sense of the Reasonableness of Religion, and of the Mischief and Folly of all Sin and Wickedness, that no Temptations of Satan, no Allurements of the World, or the Flesh, may hinder me from my Duty, nor draw me into any known Sin ; but do thou ever strengthen and assist me by thy Grace, and guide me by thy Counsel, till thou shalt bring me to thyself in Glory","Jean uss, O Hiarn, liorish dty Spyrryd Casherick, dy bragh freaylley ayns my Aigney leid yn Ennaghtyn breeoil as bioil cre cha resoonagh as ta Credjue, as cre’n Olk as yn Ommijys t’ayns dy chooilley Pheccah as Mee-chraueeaght, nagh vod Miolaghyn erbee jeh Noid ny Hanmey, Cleyn erbee jeh’n Theihll, ny’n Eill, mish y lhiettal veih my Churrym, ny mee y hayrn ayns Peccah erbee er fyss dou ; agh jean uss dy bragh my niartaghey as cooin lhiam liorish dty Ghrayse, as leeid mee liorish dty Choyrle, derrey ver oo lhiat mee hood hene ayns Gloyr.",,78,56,
," Jean soiagh, O Hiarn, jeh my Voylley as my Hoyrt-booise smoo imlee son ooilley’n Vieys tou-ys yn laa shoh er hoilshaghey dou, son ooilley Cooney dty Ghrayse t’ou er choyrt dou, ta kinjagh goll roym as dy my lhiettal veih roih ayns olk ; son cre-erbee ta mee er yannoo yn laa shoh, ta er aght erbee booisal dhyt ; as son dy vel oo er my choadey veih dy chooilley Hreihys as Dangere huc ta’n Vea varvaanagh shoh ny lhie foshlit. Moylley dy row er ny choyrt da’n Chiarn, ta sauail my Vioys veih Toyrt-mow, as ta dy palchey dy my choamrey lesh Myghin as Kenjallys ghraihagh."," Jean soiagh, O Hiarn, jeh my Voylley as my Hoyrt-booise smoo imlee son ooilley’n Vieys tou-ys yn laa shoh er hoilshaghey dou, son ooilley Cooney dty Ghrayse tou er choyrt dou, ta kinjagh goll roym as dy my lhiettal veih roih ayns olk ; son cre-erbee ta mee er yannoo yn laa shoh, ta er aght erbee booisal dhyt ; as son dy vel oo er my choadey veih dy chooilley Hreihys as Dangere huc ta’n Vea varvaanagh shoh ny lhie foshlit. Moylley dy row er ny choyrt da’n Chiarn, ta sauail my Vioys veih Toyrt-mow, as ta dy palchey dy my choamrey lesh Myghin as Kenjallys ghraihagh.",79,,
,"Jean y Ree y vannaghey as y endeil, as ooilley’n Sluight Reeoil : Bannee Chiarn as Fir-reill yn Ellan shoh, yn Aspick as Shirveishee dty Ghoo as dty Hacramentyn casherick : Cur Grayse daue ooilley, O Hiarn, ayns ny Caghlaaghyn dy Staydyn t’ad shassoo, dy ve shirveishagh ayns cur dty Ooashley as dty Ghloyr as Mie Sheelnaue er y hoshiaght. Maroo shoh, bannee yn Lught-thie shoh ; ooilley’n chooid elley jeh my Leih-mooinjerey, my Chaarjin as my Charraghyn ; as cur cour as feaysley dauesyn ooilley t’ayns feme, chingys ny seaghyn. O Hiarn, leih da my Noidjyn ; as dy gooidsaave lhiat dy chur dou ooilley ny Graysyn as ny Bannaghtyn shen ta fyss ayds dy ve smoo cooie as ymmyrchagh er my hon.",,79,,
,"Hiarn, freill arrey harrym, as jean mee y choadey veih peccah as dangere ; as lig eh ve dt’ Aigney’s mie dy ooraghey mee yn Oie shoh lesh leid y Cadley feagh, dy voddym girree yn nah Voghrey ny s’cooie son dty Hirveish. Eaisht rhym, O Hiarn, as leih dou ooilley my Ailleillyn, son Toilchinys dty Vac Yeesey Creest, ayns yn Ennym smoo casherick as ny Goan echey ta mish tannaghtyn dy ghoaill Padjer myr Te hene er n’ynsaghey dooin : gra,",,79,,
,"Ayr ain, t’ayns Niau, &c. ",,79,56,
"The Lord bless us, and keep us; the Lord lift up the light of his countenance upon us, and give us peace now and for evermore. Amen. ","[80] Dy jean y Chiarn mee y vannaghey, as y reayll : Dy drog y Chiarn seose Soilshey e Eddin orrym : as dy der Eh dou Shee, nish as er son dy bragh. Amen.[35]",,80,56,"[35] This blessing is the last one in the Book of Common Prayer, at the end of the rite of Commination."
,,,80,,
,Padjer Moghree son Lught-thie.,,80,,
,"O Hiarn Yee smoo gloyroil as dy bragh beayn, cairal ayns ooilley dty Raadjin, as casherick ayns ooilley dty Obbraghyn, er-skyn-earroo ayns Myghin as Mieys dauesyn ooilley ta geamagh ort ayns Firrinys, as t’ou er yialdyn raad ta gaa ny three er nyn jaglym cooidjagh ayns dt’ Ennym’s, dy bee uss ny mastey oc : jeeagh shees, ta shin guee ort, orrinyn dty Harvaantyn neu-feeu, ta ayns shoh kiongoyrt rhyt yn Moghrey shoh, dy hebbal gys dt’Ard-ooashley’s flaunyssagh nyn Oural dy Voylley as dy Hoyrt-booise firrinagh ; goaill-rish dy nee aynyds ta shin bio, gleashaght, as beaghey ; as dy nee veih dty Laue’s faiylt ta shin er n’gheddyn dy chooilley nhee mie t’ain ayns soylley, as liorish dty Ard-chiarrail vie ta shin er nyn vendeil veih dagh olk ta shin er hoilchin.","O Hiarn Yee smoo gloyroil as dy bragh beayn, cairal ayns ooilley dty Raadjin, as casherick ayns ooilley dty Obbraghyn, er-skyn-earroo ayns Myghin as Mieys dauesyn ooilley ta geamagh ort ayns Firrinys, as tou er yialdyn raad ta gaa ny three er nyn jaglym cooidjagh ayns dt’ Ennym’s, dy bee uss ny mastey oc : jeeagh shees, ta shin guee ort, orrinyn dty Harvaantyn neu-feeu, ta ayns shoh kiongoyrt rhyt yn Moghrey shoh, dy hebbal gys dt’Ard-ooashley’s flaunyssagh nyn Oural dy Voylley as dy Hoyrt-booise firrinagh ; goaill-rish dy nee aynyds ta shin bio, gleashaght, as beaghey ; as dy nee veih dty Laue’s faiylt ta shin er n’gheddyn dy chooilley nhee mie t’ain ayns soylley, as liorish dty Ard-chiarrail vie ta shin er nyn vendeil veih dagh olk ta shin er hoilchin.",80,,
,"Ta shin goaill-rish, O Hiarn, dy vel nyn ymmodee Peccaghyn mooar as cronnal er yannoo shin neu-feeu jeh veg jeh dty Oayryn ; agh, O Yee ooilley-niartal as dy bragh farraghtyn, nagh vel dwoaie ayd er nhee erbee dy vel oo er n’yannoo, as t’ou leih ny Peccaghyn ocsyn ooilley ta arryssagh, croo as jean aynin Cree’ghyn noa, brisht, as arryssagh, dy vod shinyn dy feeu dobberan nyn Beccaghyn, as goaill-rish y Treihys ain, geddyn voyds, yn Jee jeh dy chooilley Vyghin, slane Feaysley as Leih.","Ta shin goaill-rish, O Hiarn, dy vel nyn ymmodee Peccaghyn mooar as cronnal er yannoo shin neu-feeu jeh veg jeh dty Oayryn ; agh, O Yee ooilley-niartal as dy bragh farraghtyn, nagh vel dwoaie ayd er nhee erbee dy vel oo er n’yannoo, as tou leih ny Peccaghyn ocsyn ooilley ta arryssagh, croo as jean aynin Cree’ghyn noa, brisht, as arryssagh, dy vod shinyn dy feeu dobberan nyn Beccaghyn, as goaill-rish y Treihys ain, geddyn voyds, yn Jee jeh dy chooilley Vyghin, slane Feaysley as Leih.",80,,
