Manx,English,Notes,Page,Manx Original,English Original
" Jean, er-y-fa shen, oo hene y vriwnys, nagh bee oo er dy gheyrey liorish y Chiarn. Eaie gys Jee son Pardoon ; gow ort oo hene y lhiaasagh raad t’ow er yannoo ass y raad, dy veaghey ny skiarralee, dy hea veih miolaghyn, as dy ghuee kinjagh gys Jee son Grayse dy gheddyn barriaght harrystoo. ","Judge therefore your self, that you may not be condemned of the Lord. Cry to God for Pardon ; Resolve to amend where you have done amiss, To Live more carefully, to avoid Temptations, and to pray constantly to God for Grace to overcome them.",,28," Jean, er-y-fa shen, oo hene y vriwnys, nagh bee oo er dy gheyrey liorish y Chiarn. Eaie gys Jee son Pardoon ; gow ort oo hene y lhiasagh raad t’ow er yannoo ass y raad, dy veaghey ny skiarralee, dy hea veih miolaghyn, as dy ghuee kinjagh gys Jee son Grayse dy gheddyn barriaght harrystoo. ",
"As my t’ow er yannoo aggair da dooinney erbee, liorish Molteraght, liorish Bargaanyn creoi, liorish Niart, ny goaill vondeish er egin dty Vraar boght, shoh’n tra dy yannoo lhiaasagh da, my te ayns dty phooar, er nonney, er aght elley ny jeagh son Foayr veih Jee. ","And if you have wronged any Man, by Deceit, by Hard Bargains, by Force, or taking Advantage of the Necessities of your poor Brother, this is the Time to make him amends, if it is in your Power ; or else Hope for no Favour from God. 1 Thess. iv. 3.",,28,"As my t’ow er yannoo aggair da dooinney erbee, liorish Molteraght, liorish Bargaanyn creoi, liorish Niart, ny goaill vondeish er egin dty Vraar boght, shoh’n tra dy yannoo lhiasagh da, my te ayns dty phooar, er nonney, er aght elley ny jeagh son Foayr veih Jee. ",
"As myr t’ow jeaghyn son Foayr veihsyn, bee aarloo dy leih daauesyn ooilley t’er yannoo aggair dhyt. ","And, as you expect Favour from Him, be ready to forgive all that have injured you.",,28,"As myr t’ow jeaghyn son Foayr veihsyn, bee aarloo dy laih daauesyn ooilley t’er yannoo aggair dhyt. ",
"My t’ow er violagh feallagh elley gys Peccah, jean ny oddys oo dy choyrlagh ad gys Arrys ; insh daaue cre whooish as t’ow hene seaghnit son dty Pheccaghyn, as dy nee shoh vees y staaid ocsyn, mannagh vow ad baase doal-taittym, ny my t’ad er nyn greoghey trooid molteraght peccah, quooid ta nyn neeisht, dy jarroo, Briwnyssyn aglagh. ","If you have tempted others to Sin, do what you can to perswade them to Repentance ; tell them how much you are afflicted for your Sins, and that this will be their own Case, unless they dye suddenly, or are hardened through the Deceitfulness of Sin, both which are dreadful Judgments indeed.",,28,,
"My t’ow er yannoo meerioose er saasyn y Ghraaish, liorish gyn goll kinjagh gys Thie Yee, dy Chlashtyn rish e Ghoo, dy ghoaill y Chreestiaght casherick, dy ghoaill Padjer son e Vannaghtyn, as dy chur booise da son e Vyghynyn, gow rish dt’oilchin, as gow ayns Laaue, my vees oo bio, dy bee oo dty Ghooinney Noa. ","If you have neglected the Means of Grace, by not going constantly to God’s House, to hear his Word, to Receive the Holy Sacrament, to pray for his Blessing, and to give Him Thanks for his Mercies, confess your Offences, and resolve, if you live, to become a New Man.",,28,,
"Agh my she bio ny marroo vees oo, shir liorish dy chooilley haase dy yannoo dty choardail rish Jee ; as smooinee dy dowin cre’n vyghin eh, dy vel tra as raaue ayd dy yannoo shen ; as cooinee shoh lhiat dy ghoaill dty heaghyn dy surransagh ; son cha vel y pian sdowley cha atchimmagh gys Peccagh as ta Baase doal-taittym. ","But whether you live or dye, endeavour by all means to make your Peace with God ; and consider what a Mercy it is that you have time and warning to do so ; and this will help you to take your Affliction patiently ; For the severest Pains are not so terrible to a Sinner as a sudden Death.",,28,,
"Ny lig da mooads ny earoo dty pheccaghyn cur ort dooyteil jeh Myghyn ; son my hyndaays oo gys Jee lesh ooilley dty Chree, ver eh oltagh bea royd. ","Let neither the Greatness nor the Number of your Offences make you despair of mercy ; for if you turn to God with all your Heart, He will receive you. Joh. vi. 37.",,29,,
"Gow tastey nagh vel dooinney er y Thalloo oddys jeaghyn son leih peccaghyn, er y Ghraih echey hene, agh ny lomarcan son graih Yeesey Creest, haink stiagh ayns y teihll dy haauail Peckee ; dy jarroo ny Peckee smoo. As ta boggey ayns feanish Jee, harrish yn Pheccagh ta goaill arrys. Myr shen, dy vod oo gra Marish Job, ga dy mar eh mee, foast nee’m treishteil ayn. ","Consider, that no man on Earth can expect Pardon for His own sake, but only for the sake of Jesus Christ, who came into the World to save Sinners ; even the greatest of Sinners. And there is Joy in the Presence of God over one Sinner that repenteth. So that you may say with Job, Though he kill me, yet will I trust in him, Job. xiii. 15. ",,29,,
"Ny lomarcan, bee feer chiarralagh nagh jean oo treishteil ayns Myghin Yee, fegooish trimshey firrinagh son dty Pheccaghyn, as kiarrail chraauee dy lhiaasagh dty Vea. As ny smooinee dy vel oo saauchey, son nagh vel fyss ec y seihll er aggair erbee jeeyd. Son shione da Jee dty Chree ; Jean Padjer, er-y-fa shen, huggey dy chur dhyt ennaghtyn firrinagh jeh dty haghrynys, as grayse dy ghoaill Arrys er nyn son, as Credjue ayns Yeesey Creest, er y graih echey, dy vod dty pheccaghyn v’er ny leih dhyt, as dty phardoon er ny hickeragh ayns Niau, roaish ma jeu ass shoh, as nagh bee oo arragh er dt’aikin. ","Only be very careful that you do not trust in God’s Mercy without a true Sorrow for your Sins, and a sincere Purpose of Amendment. And do not think that you are safe because the World knoweth no ill of you, for God knoweth your Heart. Pray therefore to Him to give you a true Sense of your Errors, and Grace to repent of them, and Faith in Jesus Christ, that, for his sake, your Sins may be forgiven, and your Pardon sealed in Heaven, before you go hence and be no more seen.",,29,"Ny lomarcan, bee feer chiarralagh nagh jean oo treishteil ayns Myghin Yee, fegooish trimshey firrinagh son dty Pheccaghyn, as kiarrail chraaue dy lhiaasagh dty Vea. As ny smooinee dy vel oo saauchey, son nagh vel fyss ec y seihll er aggair erbee jeeyd. Son shione da Jee dty Chree ; Jean Padjer, er-y-fa shen, huggey dy chur dhyt ennaghtyn firrinagh jeh dty haghrynys, as grayse dy ghoaill Arrys er nyn son, as Credjue ayns Yeesey Creest, er y graih echey, dy vod dty pheccaghyn v’er ny leih dhyt, as dty phardoon er ny hickeragh ayns Niau, roaish ma jeu ass shoh, as nagh bee oo arragh er dt’aikin. ",
"Guee er dty hon hene, as Cooinee er Gialldyn Yee, Eie orryms ayns Laa seaghyn, as nee’ms dty livrey, as nee uss mish y ghloyraghey. ","Pray for your self, and remember the Promise of God, Call upon me in the Day of Trouble, and I will deliver thee, and thou shalt glorify me, Ps. l. 15.",,29,"Guee er dty hon hene, as Cooinee er Gialldyn Yee, Eie orryms ayns Lea seaghyn, as nee’ms dty livrey, as nee uss mish y ghloyraghey. ",
"As jeagh dy der oo fyss er saggyrt Yee, dy vod eh Padjer y yannoo er dty hon, as coyrle y chur dhyt. Shoh coyrle yn Ostyl, as foddee oo jeaghyn son bannaght er e Phadjeryn. ","And be sure to send for the minister of God, that He may pray for, and instruct, you. This is the Apostle’s Advice, and you may look for a Blessing upon his Prayers.",,29,,
"My ta Jee er dty vannaghey lesh cooid t’er ny gheddyn dy onneragh, soilshee dty vooise da liorish dy gyennal, as lurg dty phooar, Aarn y chur da ny Boghtyn. ","If God hath Blessed you with Goods honestly gotten, shew your Thankfulness to him, by giving chearfully, and according to your Ability, to the Poor.",,29,"My ta Jee er dy vannaghey lesh cooid t’er ny gheddyn dy onneragh, soilshee dty vooise da liorish dy gyennal, as lurg dty phooar, Aarn y chur da ny Boghtyn. ",
"Tra t’ow jannoo dty Humney, lig da ny Leihaghyn as Cooinsheanse vie dt’ynsagh ; lurg dty Vaaish dy vod cha beg dy streeu as oddys y ve mastey dty Charjin. ","When you make your Will, let the Laws and a good Conscience direct you, that after your Death, there may be as little strife as possible amongst your Relations. ",,30,,
"My t’ow Boght, as faagail Lught thie boght dty lurg, ny lig trimshey ve ayd son shen, agh cooinee, ga dy vow uss Baase, foast ta miys Yee farraghtyn son dy bragh. Ny lomarcan jean Padjer er dty hon hene, as er nyn son ocsyn neeisht, dy der Jee Bannaghtyn y vea ta ry heet dhyt, ga dy nee e aigney eh, dy obbal dhyt reddyn mie’n Vea shoh. ","If you are Poor, and leave a poor Family behind you, let not that afflict you ; but remember, that although You die, yet the Goodness of God endureth for ever. Only pray both for your self and them, that God may give you the Blessings of the next Life, tho’ he thinks fit to deny you the Good Things of this.",,30,,
"My ta dty heaghyn farraghtyn foddey, ny yeih, ny cur fyss gys y Jouyll son Cooney, ta shen dy ghra, gys leid as ta cliaghtey Oallyssyn. Ny sleaih smooinee ayd hene dy nee ec Jee shaar-fyss caid nee eh dty smaghtaghey ; As dy vel eh mie, dooinney dy hreishteil as dy arkiaght dy feagh son saaualtys y Chiarn. ","If your Affliction should continue long, do not however send to the Devil for Help, that is, To such as make use of Charms. Rather think with your self, that God knoweth best how long to chasten you ; And that it is good that a Man should both hope and quietly wait for the Salvation of the Lord. Lam. iii. 26.",,30,"My ta dty heaghyn farraghtyn foddey, ny yeih, ny cur fyss gys y Jouyll son Cooney, ta shen dy ghra, gys leid as ta cliaghtey Oallyssyn. Ny sleaih smooinee ayd hene dy nee ec Jee shaar-fyss caid nee eh dy smaghtaghey ; As dy vel eh mie, dooinney dy hreishteil as dy arkiaght dy feagh son saaualtys y Chiarn. ",
"My scooid-save lesh Jee dty lhaaint y chur dhyt reeisht, ny jean gaase meerioosagh, myr nee oo thoshiaght slaanagh ; ny jarrood Trimshey dty Lhiabbey Hing, ny ny Gialldynyn mie ren oo yn tra cheddyn : Agh cooinee dy nee Jee hug y kerragh shoh ort, as foddee eh ayns y tullogh y chur ayns y staaid cheddyn oo, ny gys yn Eoie, fegooish y Raaue graysoil v’ayd ro-ee. ","If God shall think fit to restore you to Health, do not grow careless as you begin to recover, Do not forget the Terror of your sick Bed, nor the good Purposes you then made : But remember that it was God that afflicted you, and He can in one Moment bring you into the same Condition, or to the Grave, without the gracious Warnings you have had before.",,30,,
"Shen-y-fa, guee dy jeean gys Jee son Grayse, dy vod oo son y tra ta ry heet, Bea Heelt, Ynryck, as Craauee y leeideil. ","Therefore be most earnest with God for Grace, that you may for the Time to come live a Sober, a Righteous, and a Godly Life.",,30,,
"Er y hon shoh, gow ort kiarrail chraauee, dy ghoaill Padjer gagh laa son Grayse as Niart, dy reayll Laa yn Chiarn ; Dy chur biallys gys obbraghey mie spyrryd Yee, nagh jean oo dy bragh noi dty Chooinsheanse, ny Leighyn Yee ; Dy streeu noi ny peccaghyn shen t’ow er huittym ayndoo ro-ee, as dy ghoaill Arrys dy lhea son ny Peccaghyn shen huittys oo ayndoo trooid Annooiney ny yeaih shoh. ","To this End, put on Holy Resolutions of praying daily for Grace and Strength : Of observing the Lord’s Day ; Of obeying the good Motions of God’s Spirit ; Of never going against your Conscience, or the known Laws of God ; Of striving against those Sins which you have formerly been guilty of, and of repenting speedily of those Sins which thro’ frailty you shall fall into. ",,30,"Er y hon shoh, gow ort kiarrail chraauee, dy ghoaill Padjer gagh laa son Grayse as Niart, dy reayll Laa yn Chiarn ; Dy chur biallys gys obbraghey mie spyrryd Yee, nagh jean oo dy bragh noi dty Choinsheanse, ny Leighyn Yee ; Dy streeu noi ny peccaghyn shen t’ow er huittym ayndoo ro-ee, as dy ghoaill Arrys dy lhea son ny Peccaghyn shen huittys oo ayndoo trooid Annooiney ny yeaih shoh. ",
"As eisht, cre erbee yn tra nee Jee geamagh ort, foddee oo treishteil son Baase Bannee, as jercal lesh shickyrys son Irree reeisht Eunyssagh. ","And then, whenever God shall call for you, you may hope for a happy Death, and expect with assurance a Blessed Resurrection.",,31,,
Padjer ayns earish seaghyn. ,A Prayer in time of Affliction.,,31,,
"YEE ooilley-niartail, Bun Bea as Baase, ta mish ginjillagh m’aigney gys dt’aigney’s ; dy firrinagh credjal, nagh vel ooilley dty smaghtaghey agh courey jeh dty Ghraih, liorish ta tushtey er ny chur dooin nagh vel nhee erbee ayns Niau ny er y Thalloo oddys nyn saauail agh uss. Giall, O Hiarn, dy vod ny ta mish nish dy hurranse, my Haaualtys y chur er y hoshiaght. Cooin lhiam toiggal y gheddyn jeh m’oilchin ; dy ghoaill rish my pheccaghyn hoods ; dy chur feoh da olkys my raadjin ; as dy chiarrail Bea noa y leeideil ; dy vod uss Myghin y ve ayd orrym, as m’annym y haauail. Hiarn, bishee my Chredjue, dy voddym credjal yn Gialldyn ayds jeh Pardoon as shee da Peckee Arryssagh : Niartee my Ghraih hooyds, as gys ooilley sheel-naaue, tra youym baase, dy voddym baase y gheddyn ayns Giastalys firrinagh. Cooin lhiam ayns y seaghyn shoh aym, ’naght myr smoo hee oo hene mie ; Agh, ny livrey mee seose gys pian sharroo yn Baase ta dy bragh farraghtyn, er graih Yeesey Chreest. Amen. ","ALmighty God, the Author of Life and Death, I do submit my Will to thine ; stedfastly believing that all thy Corrections are the Effects of thy Love, by which we are convinced that nothing in Heaven or on Earth can save us besides thee. Grant, O Lord, that what I now suffer may help forward my Salvation. Help me to know mine Offences, to confess my Sins unto thee, to abhor the Evil of my ways, and to resolve upon a new Life, that thou mayest have Mercy upon me, and save my Soul. Lord, increase my Faith, that I may believe thy Promise of Pardon and Peace to penitent Sinners ; confirm my Love to thee and to all Mankind, that when I dye, I may dye in perfect Charity ; deal with me in this mine Affliction, as to thee seems most meet ; only deliver me not into the bitter Pains of eternal Death, for Jesus Christ’s sake. Amen.",,31,"YEE ooilley-niartail, Bun Bea as Baase, ta mish ginjillagh m’aigney gys dt’aigney’s ; dy firrinagh credjal, nagh vel ooilley dty smaghtaghey agh courey jeh dty Ghraih, liorish ta tushtey er chur dooin nagh vel nhee erbee ayns Niau ny er y Thalloo oddys nyn saauail agh uss. Giall, O Hiarn, dy vod ny ta mish nish dy hurranse, my Haaualtys y chur er y hoshiaght. Cooin lhiam toiggal y gheddyn jeh m’oilchin ; dy ghoaill rish my pheccaghyn hoods ; dy chur feoh da olkys my raadjin ; as dy chiarrail Bea noa y leeideil ; dy vod uss Myghin y ve ayd orrym, as m’annym y haauail. Hiarn, bishee my Chredjue, dy voddym credjal yn Gialldyn ayds jeh Pardoon as shee da Peckee Arryssagh : Niartee my Graih hooyds, as gys ooilley sheel-naaue, tra youym baase, dy voddym baase y gheddyn ayns Giastalys firrinagh. Cooin lhiam ayns y feaghyn shoh aym, ’naght myr smoo hee oo hene mie ; Agh, ny livrey nee seose gys pian sharroo yn Baase ta dy bragh farraghtyn, er graih Yeesey Chreest. Amen. ",
,THE END,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
