English,Manx,Manx Orginal,Page,Notes
"1 Cor. xi. 31. If we would judge ourselves, we should not be judged.","1 Cor. xi. 31. Dy jinnagh shin shin hene y vriwnys, cha beagh shin er nyn mriwnys.",,84,
Q. Why is Faith necessary to the receiving of the Lord’s Supper?,Q. Cre’n-fa ta credjue ymmyrchagh gys goaill Shibber y Chiarn?,,84,
"A. Because it is a Sacrament appointed for such Believers as own their Baptism, and are ripe in Knowledge; and for that herein they have a near Communion with Christ, and feed on him by Faith.","A. Er-yn-oyr dy vel eh Sacrament er ny phointeil son lhied ocsyn ta credjal as goaill rish nyn mashtey, as ta fondagh ayns tushtey; as son dy vel oc liorish shen commeeys faggys rish Creest, as dy vel ad beaghey ersyn liorish credjue.",,85,
Q. What Proof have you for this Duty?,Q. Cre’n phrowal t’ayd son y currym shoh?,,85,
"A. From 2 Cor. xiii. 5. Examine yourselves, whether ye be in the faith.","A. Veih 2 Cor. xiii. 5. Feysht-jee shiu hene, vel shiu ayns y chredjue.",,85,
"Heb. x. 22. Let us draw near with a true heart, in full assurance of faith.",Heb. x. 22. Lhig dooin tayrn er-gerrey lesh cree firrinagh; ayns slane shickyrys dy chredjue.,,85,
Q. Why is our Thankfulness necessary to the Receiving of the Lord’s Supper?,Q. Cre’n-fa te ymmyrchagh shin ’ve booisal gys goaill Shibber y Chiarn?,,85,
A. Because the Lord’s Supper is a Sacrifice of Thanksgiving to God for our Redemption by Christ.,A. Er-yn-oyr dy vel Shibber y Chiarn ny oural dy hoyrt-booise gys Jee son y livrey-ys ain liorish Creest.,,85,
Q. What Proof have you for a thankful Remembrance of Christ’s Death?,Q. Cre’n phrowal t’ayd son cooinaghtyn booisal jeh baase Chreest?,,85,
"A. From Rom. v. 8. God commendeth his love towards us, in that whilst we were yet sinners, Christ died for us.","A. Veih Rom. v. 8. Ta Jee soilshaghey magh e ghraih hooinyn, choud as va shin foast nyn beccee, hurr Creest baase er nyn son.",,85,
"1 Cor. vi. 20. Ye are bought with a price, therefore glorify God in your body, and in your spirit, which are God’s.","1 Cor. vi. 20. Ta shiu kionnit lesh price: shen-y-fa jean-jee Jee y ghloyraghey ayns nyn gorp, as ayns nyn spyrryd ta lesh Jee.",,85,
Q. Why is the being in Charity necessary to the Lord’s Supper?,Q. Cre’n-fa te ymmyrchagh gys goaill Shibber y Chiarn dy ve ayns graih as giastyllys rish dy-chooilley ghooinney?,,85,
"A. Because it is a Feast of Love, and a Communion of Christians one with another; and signifies their Conjunction in one spiritual Body.","A. Er-yn-oyr dy nee feailley dy ghraih eh, as commeeys dy Chreesteenyn yn derrey yeh  rish y jeh elley; as te cowraghey dy vel ad er nyn goyrt cooidjagh ayns un chorp spyrrydoil.",,86,
"Q, What Proof have you for this Duty?",Q. Cre’n phrowal t’ayd son y currym shoh?,,86,
"A. From Matt. v. 23, 24. If thou bring thy gift to the altar, and there rememberest that thy brother hath ought against thee, leave there thy gift before the altar, and go thy way; first be reconciled to thy brother, and then come and offer thy gift.","A. Veih Mian v. 23. 24. Tra vees oo chebbal dty yioot er yn altar, my chooinys oo ayns shen dy vel nhee erbee ec dty vraar dt’oi; faag ayns shen dty yioot kiongoyrt rish yn altar, as immee royd, tayrn hoshiaght dty vraar gys shee, as eisht tarr as cheb dty yioot.",,86,
"1 Cor. x. 17. We being many, are one bread, and one body, for we are all partakers of that one bread.","1 Cor. x. 17. Ta shinyn, ga ymmodee, un arran, as un chorp: son ta shin ooilley goaill ayrn jeh’n un arran shen.",,86,
"Eph. v. 2. Walk in love, as Christ also hath loved us, and hath given himself for us, an offering and a sacrifice to God.","Eph. v. 2. Immee-jee ayns graih, myr ta Creest myrgeddin er chur graih dooinyn as er choyrt eh hene er nyn son, chebbal as oural da Jee.",,86,
"1 John iv. 11. If God so loved us, we ought also to love one another.","1 Ean iv 11. My hug Jee myr shoh graih dooin, lhisagh shin myrgeddin graih y choyrt yn derrey yeh da’n jeh elley.",,86,
SECT. the Last.,SECT. the Last.,,86,
,,,86,
On Confirmation.,Mychione goll fo laue Aspick.,,86,
,,,86,
Q. Is there any thing else required of them who come to the Lord’s Supper?,Q. Vel red erbee elley er ny hirrey orroosyn ta cheet gys Shibber y Chiarn?,,86,
"A. It is ordained by the Church, ‘That none shall be admitted to the Holy Communion until such time as he is Confirmed, or ready and desirous to be Confirmed.’","A. Te er ny oardaghey liorish yn Agglish, “Nagh bee unnane erbee lowit dy heet gys y Chreestiaght chasherick, derrey vees eh er gholl fo laue Aspick, ny dy bee eh aarloo as aggindagh dy gholl fo laue Aspick.”",,87,
Q. What do you mean by Confirmation?,Q. Cre t’ow dy hoiggal liorish y fockle Confirmation?,,87,
"A. I mean the solemn laying on of the Hands of the Bishop, accompanied with Prayer, upon such as have been Baptized, and are come to Years of Discretion.","A. Ta mee toiggal liorish dy vel yn Aspick ayns aght crauee coyrt e laueyn, lesh padjer: er nyn lheid as t’er ny ve bashtit, as t’er heet gys eash, keeal, as tushtey.",,87,
Q. Why do you call this Confirmation?,Q. Cre’n-fa t’ow genmys shoh Confirmation?,,87,
"A. Because by this Ordinance I confirm those Vows and Promises, which were made in my Name when I was baptized.",A. Er-yn-oyr dy vel mee liorish yn oardagh shoh shickyraghey ny breearraghyn as ny gialdinyn shen va jeant ayns m’ennym ec my Vashtey.,,87,
Q. How are those Vows and Promises now confirmed by you?,Q. Kys ta ny breearraghyn as ny gialdinyn shen nish er ny hickyraghey liort?,,87,
"A. I do in the Presence of God, and of the Congregation, renew the solemn Promise and Vow that was made in my Name at my Baptism; ratifying and confirming the same in my own Person, and acknowledging myself bound to believe and to do all those things, which my Godfathers and Godmothers then undertook for me.","A. Ta mee ayns fenish Yee as y cheshaght Chreestee, jannoo ass-y-noa yn gialdyn as y breearrey casherick va jeant ayns m’ennym ec my Vashtey; goaill orrym as shassoo gys y breearrey cheddin ayns my phersoon hene, as goaill-rish dy vel mee kainlt dy chredjal as dy yannoo ooilley ny reddyn shen ghow my ghedjaghyn as my vimmaghyn ec y traa shen ayns laue er my hon.",,87,
Q. Have you no other Reason for calling this Ordinance by the name of Confirmation?,Q. Vel oyr erbee elley ayd son genmys va oardagh shoh liorish y fockle Confirmation?,,87,
"A. Yes; I call it Confirmation, because by the Bishop’s laying his Hands on me, and by the Prayers of him and the Congregation, I hope to be strengthened with the Holy Ghost the Comforter, and defended with his heavenly Grace, that I may continue the Lord’s for ever.","A. Ta mee genmys eh Confirmation ny shickyraghey ’sy Chredjue, er-yn-oyr liorish dy vel yn Aspick coyrt e laueyn orrym, as liorish ny padjeryn echeysyn as y cheshaght Chreestee, ta mee treishteil dy ve er my niartaghey lesh y Spyrryd Noo Fer-ny-gherjagh, as dy v’er my reayll lesh e ghrayse flaunyssagh, dy voddym ve lesh y Chiarn son dy-bragh.",,88,
Q. Why was this Ordinance instituted?,Q. Cre’n-fa va’n oardagh shoh er ny phointeil?,,88,
"A. It was instituted in order to make us, who were baptized in our Infancy, more sensible of the Obligation we are under to believe and do what was then promised for us.","A. Ve er ny phointeil dy yannoo shinyn, va er nyn mashtey ayns nyn aegid, ny s’tushtagh jeh’n kiangley ta shin fo dy chredjal as dy yannoo ny va ec y traa shen giallit er nyn son.","A. Ve er ny phointeil dy yannoo shinyn, va er nyn mashtey ayns nyn aegid, na s’tushtagh jeh’n kiangley ta shin fo dy chredjal as dy yannoo ny va ec y traa shen giallit er nyn son.",88,
Q. What are the Benefits of this Institution?,Q. Cre ny vondeishyn t’ain liorish yn oardagh shoh?,,88,
"A. They who are duly confirmed, have the Benefit of God’s Grace procured to them, by the Prayers of the Bishop and the Congregation in their behalf; are duly instructed in the Principles of the Christian Religion; and are engaged to begin betimes both to consider their Duty, and to apply themselves to the discharge of it.","A. Adsyn ta dy-cooie er gholl fo laue Aspick, ta oc yn bannaght jeh grayse Yee er ny chosney daue liorish padjeryn yn Aspick as y cheshaght Chreestee ayns y lieh oc; t’ad dy-cooie er nyn ynsaghey ayns ny chied vanglaneyn jeh’n Chredjue Creestee; as t’ad kainlt dy hoiaghey mysh dy-leah chammah dy smooinaghtyn er nyn gurrym, as dy streeu dy chooilleeney eh.",,88,
"Q. Are all Godfathers and Godmothers obliged to see, that those for whom they answer be first duly instructed in the Principles of their Religion, and then brought to be confirmed by the Bishop?","Q. Vel dy-chooilley ghedjey as mimmey kainlt dy akin, dy bee adsyn er nyn son t’ad er gholl raan hoshiaght dy-cooie ynsit ayns  ny chied vanglaneyn jeh’n Chredjue Creestee, as eisht er nyn goyrt lhieu dy gholl fo laue Aspick?",,88,
"A. Yes certainly. As they have received a solemn Charge to see that the Infant be taught, so soon as he shall be able to learn, what a solemn Vow, Promise and Profession he hath made by them: and to take care that the Child be brought to the Bishop to be confirmed by him; so nothing can excuse them from the Obligations of this Duty, when they have Power and Opportunity to do either.","A. Ta dy-jarroo. Myr t’ad er gheddyn currym gyere dy akin dy bee yn oikan ynsit, cha leah as oddys eh gynsaghey, cre’n breearrey, gialdyn, as goaill rish casherick t’eh er yannoo lioroo: as dy ghoaill kiarail dy bee’n lhiannoo er ny choyrt lesh dy gholl fo laue Aspick, myr shen cha vod nhee erbee ad y eaysley veih kianlaghyn y churrym shoh, tra te ’sy phooar oc, as caa oc dy chooilleeney ad.",,89,
Q. What is required of Persons to be confirmed?,Q. Cre t’er ny hirrey er persoonyn ta dy gholl fo laue Aspick?,,89,
"A. That, when they are come to Years of Discretion, they be taught to know and understand what a solemn Vow, Promise and Profession, they made by their Godfathers and Godmothers when they were baptized; and that they be ready and desirous in their own Names to ratify and confirm the same.","A. Tra hig ad gys eash, dy bee ad er nyn ynsaghey dy hoiggal cre’n breearrey, gialdyn, as goaill-rish casherick ren ad liorish nyn ghedjaghyn as mimmaghyn tra v’ad er nyn mashtey; as dy bee ad aarloo as aggindagh ayns ny persoonyn oc hene dy ghoaill orroo as dy hassoo gys y breearrey cheddin.",,89,
Q. How often ought any Christian to be confirmed?[42],,,89,[42] This and the following question-answer pair are not rendered in the Manx.
"A. But once. As there is but one Baptism, so there :required but one solemn Ratification or Confirmation of it.",,,89,
Q. Do they not then shew themselves very ignorant who go to the Bishop to be confirmed every time he confirms?,,,89,
"A. This proceeds from their not knowing what Confirmation is, which accordingly they call by the Name of being Bishop’d, or receiving the Bishop’s Blessing.",,,89,
Q. What Foundation have you in Scripture for the Practice of Confirmation?,Q. Cre’n phrowal t’ayd veih’n Scriptyr son cliaghtey yn oardagh shoh?,Q. Cre’n phrowal tay’d veih’n Scriptyr son cliaghtey yn oardagh shoh?,89,
"A. The Example of the Apostles, Acts viii. 17 – xix. 6. Who laid their hands on those who had been baptized, that they might receive the Holy Ghost.","A. Sampleyr ny Ostyllyn. Jannoo viii. 17. – xix. 6. Hug nyn laueyn orroosyn va er nyn mashtey, dy voddagh ad geddyn y Spyrryd Noo.","A. Sampleyr ny Ostyllyn. Jannoo viii. 17. – xix. 6. Hug nyn laueyn orrosyn va er nyn mashtey, dy voddagh ad geddyn y Spyrryd Noo.",89,
"Heb. vi. 1, 2. The laying on of Hands is reckoned among those Principles of the Doctrine of Christ, from whence his Disciples may go on unto Christian Perfection.","Heb. vi. 1, 2. Ta dy gholl fo laueyn coontit mastey ny chied vanglaneyn jeh ynsagh  Chreest, veih oddys e scoyllaryn goll er nyn doshiaght gys slane Creestiaght.",,89,
"Q. Does the Bishop then give the Holy Ghost now, as the Apostles did then, by their laying on of Hands?","Q. Vel yn Aspick eisht coyrt yn Spyrryd Noo nish, myr ren ny Ostyllyn ec y traa shen, liorish lhie nyn laueyn?",,90,
"A. We do not say, that the Apostles gave the Holy Ghost; they laid on their Hands, and God gave the Holy Spirit to those on whom they laid them. And so we hope, that by the fervent Prayers of the Bishop and the Church, they on whom he now lays his Hands shall also receive the Holy Ghost, if they do but worthily prepare themselves for it.","A. Cha vel shin gra, dy ren ny Ostyllyn yn Spyrryd Noo y choyrt; hug adsyn nyn laueyn orroo, as ren Jee yn Spyrryd Noo y choyrt dauesyn, orroo lhie ad nyn laueyn. As myr shoh ta shin treishteil, liorish padjeryn jeean yn Aspick as yn Agglish, as dy vou adsyn orroo t’eh nish coyrt e laueyn myrgeddin yn Spyrryd Noo, my t’ad dy-feeu er yannoo ad hene cooie er y hon.",,90,
Q. Is there any Promise of God on which to build such an Hope?,Q. Vel Jee er yannoo gialdyn erbee dy hoiaghey lheid y treishteil er?,,90,
"A. Christ has declared, that God will give the Holy Spirit to them that ask him: And if so, we have more reason to hope, that he will give his Holy Spirit, when he is so earnestly and solemnly asked of him by the Pastors of his Church, whom he has appointed not only to pray for, but to bless his people.","A. Ta Creest er hoilshaghey, dy jean Jee yn Spyrryd Noo y choyrt dauesyn ta jannoo aghin huggey: as my te myr shen, ta oyr smoo ain dy hreishteil, dy der eh e Spyrryd Noo, as aghin cha jeean as cha crauee jeant huggey er y hon liorish Bochillyn e Agglish, ad t’eh er phointeil cha nee ynrycan dy ghoaill padjer son, agh dy vannaghey e phobble.",,90,
,,,,
,,,,
"[1] Cre’n-fa] text Cre’n-ra fa; corrected in the Errata, p. 91.",,,,
"[2] ghra hoshiaght] text ghoshiaght; corrected in the Errata, p. 91.",,,,
"[3] whilleen] text ny whilleen; corrected in the Errata, p. 91.",,,,
"[4] er ny ve bashtit gys Creest] text  er gys ve bashtit Creest; corrected in the Errata, p. 91",,,,
[5] Dy greidin] text Dygreidin,,,,
[6] kainlt] text kalnlt; corrected in Errata p. 91.,,,,
[7] cre-erbee] text ere-erbee,,,,
[8] nah] text nagh,,,,
[9] caghlaa] text baghlaa; corrected in Errata p. 91.,,,,
[10] xxviii.] text xxvi. ii.,,,,
[11] nee] text nec,,,,
"[12] text nian; Corrected in Errata, p. 91.",,,,
[13] theihll] text thehill,,,,
"[14] This phrase is omitted in Lewis’s Catechism, restored in the Manx.",,,,
"[15] This phrase is omitted in Lewis’s Catechism, restored in the Manx.",,,,
[16] surranse] text suraanse,,,,
"[17] va] text my va; corrected in Errata, p. 91. (The text as originally printed was extracted from the Biblical verse without being adequately adapted to the context. In the Bible: For if, when we were enemies, we were reconciled to God by the death of his Son, much more, being reconciled, we shall be saved by his life. Son choud as va shin ayns stayd dy noidys, my va shin coardit rish Jee liorish baase e Vac: foddey smoo, myr ta shin nish goit stiagh gys shee, vees mayd er nyn sauail liorish e vioys.)",,,,
[18] The Manx completes the verse with a clause that is absent from Lewis’s Catechism.,,,,
"[19] Here and elsewhere the Manx Bible quotation ends with a colon, showing it is transferred directly from the Manx Bible translation.",,,,
[20] This question-answer pair elucidating that English ghost = spirit has no relevant counterpart in the Manx.,,,,
"[21] The Manx question alludes to the Manx version of the third section of the Creed: Ta mee credjal ayns y Spyrryd Noo; Yn slane Agglish casherick; Sheshaght ny Nooghyn; Leih peccaghyn: Irree-seose reesht y challin; As y vea dy-bragh farraghtyn, where slane corresponds to catholick = universal in Lewis’s English.",,,,
"[22] dy peccah] sc. da peccah, as 6 lines below.",,,,
"[23] yn vee-chrauee] One might expect ny mee-chrauee ‘the wicked’, but yn vee-chrauee f. sg. (collective) is quite well attested, from Coyrle Sodjey to the Bible (alongside ny mee-chrauee m. pl.).",,,,
"[24] bannaght] text bannanht; corrected in Errata, p. 91.",,,,
"[25] As in the Manx St Matthew 1748, and Gospels and Acts 1763, the Manx avoids a literal translation of knock here. In 1775, cronk-jee appeared.",,,,
"[26] e enmyn] text en’myn; corrected in Errata, p. 91.",,,,
"[27] oardaghyn] text oardaghtyn; corrected in Errata, p. 91.",,,,
[28] 34] text 35.,,,,
